Place,Lat,Lon
"Lake Forest Park, WA",47.7567644,-122.2809602
"Lake Henshaw, CA",33.2363016,-116.7466984
"Lakeport, CA",39.0429506,-122.9158293
"Lancaster, CA",34.6867846,-118.1541632
"Lancaster, PA",40.0378755,-76.3055144
"Largo, FL",27.9094665,-82.7873244
"Las Vegas, NV",36.114646,-115.172816
"Laurel, MD",39.0992752,-76.8483061
"Lawrence, KS",38.9716689,-95.2352501
"Lawrenceville, NJ",40.3016375,-74.7361013
"Lawton, OK",34.6035669,-98.39592909999999
"Laytonsville, MD",39.2120504,-77.1427587
"Leadville, CO",39.2508229,-106.2925238
"Leavenworth, WA",47.5962326,-120.6614765
"Leawood, KS",38.966673,-94.6169012
"Lebanon Church, VA",39.0551071,-78.3680608
"Lebanon, OH",39.4353373,-84.2029922
"Leeds, AL",33.5481597,-86.5444288
"Leesburg, VA",39.1156615,-77.5636015
"Lehi, UT",40.3916172,-111.8507662
"Leiper's Fork, TN",35.8955544,-86.9978788
"Levan, UT",39.5585686,-111.8618734
"Lewisburg, PA",40.9645293,-76.8844101
"Lewisville, NC",36.0970819,-80.4192216
"Lexington Park, MD",38.2600399,-76.456787
"Lexington, KY",38.0405837,-84.5037164
"Lexington, MA",42.4430372,-71.2289641
"Lexington, TN",35.6509029,-88.3933796
"Lexington, VA",37.7840208,-79.4428157
"Liberty  Township, OH",39.4039859,-84.406761
"Liberty, MO",39.2461138,-94.4191177
"Lighthouse Point, FL",26.275636,-80.0872654
"Limerick, PA",40.2309343,-75.5221245
"Lincoln City, OR",44.9581644,-124.0178914
"Lincoln, NE",40.806862,-96.681679
"Linden, TX",33.0123537,-94.3654707
"Little Egg Harbor, NJ",39.6108492,-74.3572646
"Little Rock, AR",34.7464809,-92.2895948
"Littleton, NC",36.4345934,-77.9119317
"Lockhart, TX",29.8849441,-97.67
"Loma, CO",39.1958139,-108.813158
"Lombard, IL",41.8800296,-88.00784349999999
"London, OH",39.8864493,-83.4482529
"Lone Pine, CA",36.6060444,-118.0628654
"Longmont, CO",40.1672068,-105.1019275
"Longview, TX",32.5007037,-94.7404891
"Longwood, FL",28.7030519,-81.3384011
"Los Altos, CA",37.3852183,-122.1141298
"Los Angeles, CA",34.0522342,-118.2436849
"Los Gatos, CA",37.226611,-121.9746797
"Louisville, CO",39.977763,-105.1319296
"Louisville, KY",38.2526647,-85.7584557
"Loveland, OH",39.2689476,-84.263826
"Lovettsvile, VA",39.2726017,-77.636657
"Ludlow, VT",43.3959056,-72.7006518
"Lumberton, NC",34.6182199,-79.0086424
"Lutz, FL",28.1511243,-82.4614831
"Lyle, WA",45.695954,-121.2861833
"Lynchburg, VA",37.4137536,-79.1422464
"Lyons, PA",40.4820386,-75.757694
"Madison, WI",43.0730517,-89.4012302
"Madras, OR",44.6334544,-121.1294872
"Maitland, FL",28.6277767,-81.3631244
"Malibu, CA",34.0050079,-118.8100893
"Maltby, WA",47.8050984,-122.1131816
"Mammoth Lakes, CA",37.648546,-118.972079
"Manassas, VA",38.7509488,-77.4752667
"Manchester, TN",35.4817431,-86.0885993
"Mandeville, LA",30.3582506,-90.0656311
"Manhattan, KS",39.1836082,-96.5716694
"Manheim, PA",40.1634279,-76.3949614
"Manley Hot Springs, AK",65.0011111,-150.6338889
"Mansfield, TX",32.5631924,-97.1416768
"Manson, WA",47.8848573,-120.1584115
"Manteo, NC",35.9082256,-75.6757302
"Marana, AZ",32.436381,-111.2224422
"Marathon, TX",30.2051688,-103.2446205
"Marble Falls, TX",30.5782446,-98.2728003
"Marblemount, WA",48.527619,-121.4495729
"Marina, CA",36.6844029,-121.802173
"Marion, IL",37.7306054,-88.9331256
"Mars Hill, NC",35.8264981,-82.5492999
"Marshall, NC",35.7973284,-82.6840251
"Marshall, VA",38.8648353,-77.8577726
"Marshhall, VA",38.8648561,-77.8577673
"Martinez, CA",38.0193657,-122.1341321
"Mason, OH",39.3600586,-84.309939
"Matawan, NJ",40.41483,-74.2295891
"Matthews, NC",35.1168131,-80.7236804
"Maupin, OR",45.1751205,-121.0814491
"Maxville, FL",30.1988511,-82.0091241
"Mazama, WA",48.59375,-120.398499
"McCarthy, AK",61.4333333,-142.9216667
"McDonough, GA",33.4473361,-84.1468616
"McKinney, TX",33.1972465,-96.6397822
"Melbourne, FL",28.0836269,-80.6081089
"Memphis, TN",35.1495343,-90.0489801
"Menlo Park, CA",37.4538274,-122.1821871
"Mercer  Island, WA",47.5706548,-122.2220673
"Mercer Island, WA",47.5706548,-122.2220673
"Meridian, MS",32.3643098,-88.703656
"Mertzon, TX",31.2618316,-100.8173263
"Mesa, AZ",33.4222685,-111.8226402
"Miami, FL",25.7889689,-80.2264393
"Miami, OK",36.8745146,-94.8774554
"Miccosukee Indian Reservation, FL",26.1504374,-80.8322428
"Miccosukee, FL",30.5946435,-84.041281
"Middlebury, VT",44.0153371,-73.16734
"Middleton, WI",43.0972174,-89.5042876
"Middletown, MD",39.4437123,-77.5447102
"Middletown, VA",39.0276078,-78.280558
"Midland, TX",31.9973456,-102.0779146
"Midlothian, TX",32.482361,-96.9944489
"Milford, NJ",40.5687128,-75.0946169
"Milford, OH",39.1753377,-84.2943821
"Mill Creek, WA",47.8600971,-122.2042966
"Mill Valley, CA",37.9060368,-122.5449763
"Millbrae, CA",37.5985468,-122.3871942
"Miller, MO",37.2147751,-93.8399313
"Millerton, NY",41.9537035,-73.5106791
"Millville, NJ",39.4020596,-75.0393438
"Milton, FL",30.6324149,-87.0396881
"Mineral Wells, TX",32.8084605,-98.1128223
"Minneapolis, MN",44.983334,-93.26667
"Minneola, FL",28.5744441,-81.7461873
"Mint Spring, VA",38.0745774,-79.1008624
"Mission Bay, CA",37.7668389,-122.3908167
"Missoula, MT",46.8605189,-114.019501
"Moab, UT",38.5733155,-109.5498395
"Moline, KS",37.3603149,-96.3038876
"Monahans, TX",31.5942991,-102.8926536
"Monroe, WA",47.8553772,-121.9709579
"Montauk, NY",41.0359353,-71.9545146
"Montavilla, Portland, OR",45.5195155,-122.5790559
"Montecito, CA",34.4366626,-119.6320753
"Monterey, CA",36.6002378,-121.8946761
"Monterey, VA",38.4123429,-79.5806036
"Montgomery Township, NJ",40.4329141,-74.663464
"Moody, AL",33.5909365,-86.4908168
"Moorpark, CA",34.285558,-118.8820414
"Moose Lake, MN",46.4513889,-92.7666667
"Morgan, UT",41.036056,-111.6768769
"Morgantown, PA",40.1552847,-75.8899408
"Moroni, UT",39.5249615,-111.5904725
"Morrison, CO",39.6535988,-105.1910996
"Morristown, NJ",40.7967667,-74.4815438
"Morrisville, NC",35.823483,-78.8255621
"Morrisville, PA",40.2114977,-74.7879399
"Morro Bay, CA",35.3659445,-120.8499924
"Morton, WA",46.5584421,-122.2751046
"Moses Lake, WA",47.1301417,-119.2780771
"Mount Airy, MD",39.3762145,-77.154704
"Mount Dora, FL",28.8024918,-81.644519
"Mount Penn, PA",40.3281484,-75.8907603
"Mount Pleasant, UT",39.5469073,-111.4554659
"Mount Vernon, WA",48.421216,-122.3340474
"Mountain Home, AR",36.3353449,-92.3851593
"Mt. Airy, MD",39.3762145,-77.154704
"Mt. Carmel, IL",38.4108801,-87.7614174
"Mt. Dora, FL",28.8024918,-81.644519
"Mt. Pleasant, UT",39.5469073,-111.4554659
"Mt. Shasta, CA",41.3098746,-122.3105666
"Mt. Sterling, IL",39.9872707,-90.763463
"Mt. Vernon, IL",38.3172714,-88.9031201
"Mt. Vernon, MO",37.1036665,-93.8185401
"Mt. Vernon, WA",48.421216,-122.3340474
"Mukilteo, WA",47.9445396,-122.3045815
"Mullica Hill, NJ",39.7392804,-75.2240718
"Munising, MI",46.4110574,-86.6479361
"Murphy, NC",35.0875836,-84.0346315
"Murray, KY",36.6103334,-88.314761
"Myersville, MD",39.5051006,-77.5663773
"Myrtle Beach, SC",33.6890603,-78.8866943
"N. Flagstaff, AZ",35.1982836,-111.651302
"Nags Head, NC",35.9573922,-75.6240619
"Napa, CA",38.3047222,-122.2988889
"Naperville, IL",41.7858629,-88.1472893
"Naples, FL",26.1420358,-81.7948103
"Nashua, NH",42.7653662,-71.46756599999999
"Nashville, NC",35.974598,-77.9655406
"Nashville, TN",36.1658899,-86.7844432
"Natchez, MS",31.5604442,-91.403171
"Nauvoo, IL",40.550042,-91.3848749
"Navarre, FL",30.4109342,-86.91232169999999
"Nebraska City, NE",40.6765745,-95.8593616
"Nehalem, OR",45.7201074,-123.8940225
"Nellysford, VA",37.888687,-78.872879
"Nelson, WI",44.4202448,-92.0082223
"Nephi, UT",39.7102336,-111.8363216
"Netarts, OR",45.4348252,-123.9459611
"New Brunswick, NJ",40.4862157,-74.4518188
"New Egypt, NJ",40.0676135,-74.5307093
"New Haven, CT",41.308274,-72.9278835
"New Orleans, LA",29.9647222,-90.0705556
"New Paltz, NY",41.7475933,-74.0868095
"New Richmond, WI",45.1230213,-92.5365865
"New Smyrna Beach, FL",29.0258191,-80.9269984
"New Waverly, TX",30.5377007,-95.483276
"New York, NY",40.7127837,-74.0059413
"Newark, DE",39.6837226,-75.7496572
"Newberg, OR",45.3001178,-122.9731565
"Newburyport, MA",42.8125913,-70.8772751
"Newcastle, WA",47.5389889,-122.1556769
"Newport Beach, CA",33.6189101,-117.9289469
"Newport, OR",44.6367836,-124.0534505
"Newton, MA",42.3370413,-71.2092214
"Nichols, IA",41.4811351,-91.3076576
"Niwot, CO",40.103874,-105.1708193
"Nokesville, VA",38.698729,-77.5797119
"Norfolk, NE",42.0327234,-97.4137553
"Norman, OK",35.2225668,-97.4394777
"North Augusta, SC",33.5018026,-81.9651152
"North Bend, WA",47.4956579,-121.7867775
"North Park, PA",40.1959794,-79.8597192
"North Plains, OR",45.5970596,-122.9934389
"North Salt Lake, UT",40.8485564,-111.9068824
"North Stonington, CT",41.4694444,-71.8713889
"North Wilkesboro, NC",36.1584651,-81.1475841
"Northlake, TX",33.1273432,-97.2655726
"Norwich, VT",43.7153482,-72.307869
"Novato, CA",38.1074198,-122.5697032
"O'Neil, NE",42.4576723,-98.6478882
"O'Neill, NE",42.4576723,-98.6478882
"Oak Grove, KY",36.6650471,-87.4427878
"Oak Grove, MO",39.0050073,-94.1293909
"Oak Harbor, WA",48.2931559,-122.6432245
"Oakhurst, CA",37.3279997,-119.6493154
"Oakland, CA",37.8043637,-122.2711137
"Oakland, FL",28.555001,-81.6331299
"Oakley, KS",39.133341,-100.8637593
"Oakville, WA",46.8403765,-123.2323686
"Ocean Beach, CA",32.74444,-117.251958
"Ocean City, MD",38.3365032,-75.0849058
"Ocean Grove, NJ",40.2120575,-74.0065258
"Oceanside, CA",33.1958696,-117.3794834
"Ocotillo, CA",32.7386713,-115.99418
"Odessa, TX",31.8456816,-102.3676431
"Okemah, OK",35.4325854,-96.3050064
"Okemos, MI",42.722257,-84.4274744
"Oklahoma City, OK",35.4675602,-97.5164276
"Olathe, KS",38.8813958,-94.8191285
"Old Faithful, Yellowstone National Park, WY",44.4604788,-110.8281376
"Old Sacramento, CA",38.5734401,-121.5105925
"Olney, IL",38.7308811,-88.0853154
"Olney, MD",39.1531627,-77.066923
"Olympia, WA",47.0378741,-122.9006951
"Omaha, NE",41.254006,-95.999258
"Onawa, IA",42.0275,-96.0963889
"Ontario, NY",43.2208968,-77.2830421
"Ontario, OR",44.0265525,-116.9629378
"Opelika, AL",32.6454116,-85.3782795
"Oracle, AZ",32.6109054,-110.7709348
"Orange, TX",30.0929879,-93.7365549
"Orange, VA",38.2454106,-78.1108342
"Orcas, WA",48.5978797,-122.9446258
"Oregon, IL",42.0147513,-89.3323279
"Orinda, CA",37.8771476,-122.1796888
"Orlando, FL",28.5383355,-81.3792365
"Ormond Beach, FL",29.2858129,-81.0558894
"Osawatomie, KS",38.4972372,-94.9505207
"Othello, WA",46.8259742,-119.1752913
"Ottawa, KS",38.6155668,-95.2677515
"Owensville, MO",38.3456023,-91.5015487
"Pacific City, OR",45.2023263,-123.9628946
"Pacific Grove, CA",36.6177374,-121.9166215
"Pacifica, CA",37.6138253,-122.4869194
"Packwood, WA",46.59454,-121.670998
"Painted Post, NY",42.1620186,-77.0941366
"Palm Springs, CA",33.8302961,-116.5452921
"Palmdale, CA",34.5794343,-118.1164613
"Palmer, AK",61.5997222,-149.1127778
"Palo Alto, CA",37.4418834,-122.1430195
"Pana, IL",39.3889311,-89.0800809
"Panguitch, UT",37.8227551,-112.4357638
"Paola, KS",38.5722353,-94.8791294
"Paonia, CO",38.8683204,-107.5920017
"Paradise, WA",46.78622,-121.7353718
"Paris, TX",33.6609389,-95.555513
"Parkrose, Portland, OR",45.559722,-122.559167
"Pasadena, CA",34.1477849,-118.1445155
"Pasco, WA",46.2395793,-119.1005657
"Pasquo, TN",36.03262,-86.974808
"Pattonsburg, MO",40.07278,-94.1048254
"Pauma Valley, CA",33.30333,-116.98056
"Payson, AZ",34.2308684,-111.3251355
"Pearisburg, VA",37.3265112,-80.7350711
"Peculiar, MO",38.7191764,-94.4585625
"Pella, IA",41.4080327,-92.916405
"Pensacola, FL",30.42130899999999,-87.2169149
"Peoria, IL",40.6936488,-89.5889864
"Petaluma, CA",38.232417,-122.6366524
"Petersburg, VA",37.2279279,-77.4019267
"Philadelphia, PA",39.952335,-75.163789
"Phillipsburg, NJ",40.6937099,-75.1901761
"Phoenix, AZ",33.4483771,-112.0740373
"Pickerington, OH",39.8842304,-82.7535049
"Piedmont, AL",33.9245454,-85.6113501
"Piedmont, SC",34.7023389,-82.4645714
"Piercetown, SC",34.6567789,-82.5926324
"Pierre, SD",44.3683156,-100.3509665
"Pilot Point, TX",33.396503,-96.9605608
"Pine River, MN",46.7180163,-94.4041625
"Pine Valley, CA",32.8214402,-116.5291841
"Pineville, LA",31.3224044,-92.4343035
"Pinnacles National Park, CA",36.4905655,-121.1824925
"Pitman, NJ",39.732892,-75.1315651
"Pittsburgh, PA",40.4406248,-79.9958864
"Plain City, OH",40.1075615,-83.2674165
"Plains, MT",47.4602135,-114.8829119
"Plano, TX",33.0198431,-96.6988856
"Plantation, FL",26.1275862,-80.2331036
"Platte City, MO",39.3702773,-94.7824609
"Pleasant Hill, CA",37.9479786,-122.0607963
"Pleasanton, CA",37.6624312,-121.8746789
"Plummer, ID",47.3351803,-116.8885094
"Plymouth, NH",43.7570196,-71.6881528
"Point of Rocks, MD",39.2758979,-77.5391815
"Pompano Beach, FL",26.2378597,-80.1247667
"Pontiac, IL",40.8808666,-88.6297839
"Poolesville, MD",39.1459392,-77.4169311
"Port Angeles, WA",48.118146,-123.4307413
"Port Isabel, TX",26.0734119,-97.2085844
"Port Jervis, NY",41.3750937,-74.692663
"Port Orchard, WA",47.5403732,-122.6362492
"Port Townsend, WA",48.1170387,-122.7604472
"Portage, MI",42.2011538,-85.5800022
"Portland, OR",45.5234515,-122.6762071
"Pottsboro, TX",33.759271,-96.6694402
"Poughkeepsie, NY",41.7003713,-73.9209701
"Poway, CA",32.9628232,-117.0358646
"Powder Springs, GA",33.8595491,-84.683824
"Prentiss, MS",31.5985012,-89.8670229
"Prescott Valley, AZ",34.6100243,-112.315721
"Princeton Junction, NJ",40.3173301,-74.6198791
"Princeton, NJ",40.3572976,-74.6672226
"Princeton, TX",33.1801161,-96.4980424
"Prosper, TX",33.2362278,-96.80111
"Pt. Orchard, WA",47.5403732,-122.6362492
"Pullman, WA",46.7312745,-117.1796158
"Purcellville, VA",39.1367717,-77.7147153
"Putney, VT",42.975268,-72.5217237
"Queen Anne, MD",38.9209467,-75.9552162
"Queen Creek, AZ",33.2486638,-111.6342993
"Quincy, FL",30.5871392,-84.5832453
"Raleigh, NC",35.772096,-78.6386145
"Ramona, CA",33.0417111,-116.868082
"Rancho Cucamonga, CA",34.1063989,-117.5931084
"Rancocas, NJ",40.0106674,-74.866832
"Raton, NM",36.9033581,-104.4391532
"Raymond, WA",46.6864887,-123.7329385
"Reading, PA",40.3356483,-75.9268747
"Red Lodge, MT",45.1857782,-109.2468211
"Redding, CA",40.5865396,-122.3916754
"Redmond, WA",47.6739881,-122.121512
"Reedsport, OR",43.7023389,-124.0967779
"Rehoboth Beach, DE",38.7209454,-75.0760137
"Renton, WA",47.4828776,-122.2170661
"Republic, WA",48.6482183,-118.7378067
"Rhineland, MO",38.7175443,-91.517388
"Richardson, TX",32.9481789,-96.7297205
"Richfield, UT",38.7724673,-112.0840943
"Richland Center, WI",43.3347053,-90.3867928
"Richland, WA",46.2856907,-119.2844621
"Richmond, VA",37.5407246,-77.4360481
"Ridgeland, MS",32.4284761,-90.1323087
"Rimrock Lake, WA",46.6413466,-121.1663016
"Rio Hondo, TX",26.2353516,-97.5819319
"River Ridge, LA",29.9602043,-90.2156316
"Riverdale, UT",41.1768888,-112.0038311
"Robinson, TX",31.4676687,-97.1147225
"Roche Harbor, WA",48.6098217,-123.1487983
"Rochelle, IL",41.9239178,-89.0687073
"Rochester, MN",44.0121221,-92.4801989
"Rock Creek, OR",44.9141667,-118.0358333
"Rockland, ME",44.1036914,-69.1089293
"Rocklin, CA",38.7907339,-121.2357828
"Rockville, MD",39.0839973,-77.1527578
"Rockwall, TX",32.9312336,-96.4597089
"Rodeo, CA",38.032977,-122.2669138
"Rome, GA",34.257038,-85.1646726
"Ronkonkoma, NY",40.803456,-73.1248729
"Roseburg, OR",43.216505,-123.3417381
"Rosemount, MN",44.7394103,-93.1257723
"Rosendale, NY",41.8439818,-74.0820865
"Roswell, NM",33.3942655,-104.5230242
"Rouses Point, NY",44.9939279,-73.3648557
"Runnemede, NJ",39.8523358,-75.0679497
"Ruxton, MD",39.4001064,-76.6446921
"S. Flagstaff, AZ",35.1982836,-111.651302
"Sacramento, CA",38.5815719,-121.4943996
"Safford, AZ",32.8339546,-109.70758
"Saginaw, TX",32.8601275,-97.3639068
"Saint George, UT",37.0952778,-113.5780556
"Saint Joseph, MO",39.7577778,-94.8363889
"Saint Paul, MN",44.95370293,-93.0899578
"Saipan, MP",15.1515153,145.7297891
"Salado, TX",30.9471278,-97.5386204
"Salem, OR",44.9428975,-123.0350963
"Salinas, CA",36.6777372,-121.6555013
"Salisbury, MD",38.3606736,-75.5993692
"Salt Lake City, UT",40.7607793,-111.8910474
"San Angelo, TX",31.4637723,-100.4370375
"San Antonio, FL",28.3361142,-82.2745307
"San Benito, TX",26.132576,-97.6311006
"San Bernardino, CA",34.1083449,-117.2897652
"San Bruno, CA",37.6304904,-122.4110835
"San Diego, CA",32.7153292,-117.1572551
"San Francisco, CA",37.7749295,-122.4194155
"San Jose, CA",37.3393857,-121.8949555
"San Juan Bautista, CA",36.8455108,-121.5379974
"San Juan Capistrano, CA",33.5016932,-117.6625509
"San Juan, PR",18.4655394,-66.1057355
"San Leandro, CA",37.7249296,-122.1560768
"San Luis Obispo, CA",35.2827524,-120.6596156
"San Marcos, CA",33.1433723,-117.1661449
"San Mateo, CA",37.5629917,-122.3255254
"San Miguel, CA",32.715738,-117.1610838
"San Rafael, CA",37.9735346,-122.5310874
"Sandy Springs, GA",33.9242688,-84.3785379
"Sanger, TX",33.3631705,-97.1739027
"Santa Barbara, CA",34.4208305,-119.6981901
"Santa Cruz, CA",36.9741171,-122.0307963
"Santa Fe, NM",35.6869752,-105.937799
"Santa Fe, TN",35.735069,-87.1280626
"Santa Rosa, CA",38.4404674,-122.7144314
"Santaquin, UT",39.9755101,-111.7852106
"Saratoga Springs, UT",40.3301898,-111.9044877
"Saratoga, CA",37.2638324,-122.0230146
"Saratoga, WY",41.4549621,-106.8064263
"Satellite Beach, FL",28.1761233,-80.5900519
"Sault Sainte Marie, MI",46.4143194,-84.2913075
"Sault Ste. Marie, MI",46.4952996,-84.3453169
"Sausalito, CA",37.8590937,-122.4852507
"Scappoose, OR",45.7542809,-122.8776039
"Scio, NY",42.1714573,-77.9786147
"Scotts Valley, CA",37.0510595,-122.0146841
"Scottsdale, AZ",33.4941704,-111.9260519
"Scottsville, VA",37.798754,-78.4955648
"Seal Beach, CA",33.7414064,-118.1047866
"Sealy, TX",29.7807878,-96.1571833
"Seaside, OR",45.9931636,-123.9226385
"Seattle, WA",47.6062095,-122.3320708
"Sebastopol, CA",38.4021359,-122.8238806
"Sedona, AZ",34.8697395,-111.7609896
"Sedro Woolley, WA",48.50389,-122.23611
"Seguin, TX",29.5688411,-97.9647269
"Severna Park, MD",39.070388,-76.5452409
"Seward, AK",60.1041667,-149.4422222
"Shawnee, KS",39.0416718,-94.7202376
"Shepherdstown, WV",39.4300996,-77.8041609
"Sherman, TX",33.6356618,-96.6088805
"Sherwood, OR",45.3565074,-122.840098
"Show Low, AZ",34.2542084,-110.0298327
"Shwanee, KS",39.0228485,-94.7151865
"Sierra Madre, CA",34.1616729,-118.0528456
"Siler City, NC",35.7234734,-79.4622431
"Silver Bay, MN",47.2943647,-91.257386
"Silver Lake, WA",46.295656,-122.7832975
"Silver Spring, MD",38.9906657,-77.026088
"Sioux Falls, SD",43.5499749,-96.700327
"Sisseton, SD",45.6646815,-97.0498046
"Skidaway Island, GA",31.9349381,-81.0470536
"Slater, IA",41.879021,-93.686974
"Smyrna, GA",33.8839926,-84.5143761
"Snellville, GA",33.857328,-84.0199108
"Snohoish, WA",47.9128756,-122.0981848
"Snohomish, WA",47.9128756,-122.0981848
"Solana Beach, CA",32.991155,-117.2711481
"Somerville, TX",30.3460432,-96.5283022
"Sonora, CA",37.9829496,-120.3821724
"South Lake Tahoe, CA",38.933241,-119.9843482
"South St. Paul, MN",44.8759802,-93.0275802
"Southport, NC",33.921563,-78.0202677
"Southworth, WA",47.5120421,-122.5017972
"Sparta, MO",37.0011646,-93.0815678
"Spencer, NE",42.8738877,-98.7014753
"Sperryville, VA",38.657065,-78.2261122
"Spokane, WA",47.6587802,-117.4260466
"Spooner, WI",45.8224475,-91.8893431
"Spray, OR",44.8343064,-119.7944489
"Spring Arbor, MI",42.2263911,-84.5172428
"Springfield, IL",39.7817213,-89.6501481
"Springfield, MO",37.215326,-93.2982436
"Springville, UT",40.1652335,-111.6107526
"St. Albans, VT",44.8107132,-73.0835582
"St. Augustine Beach, FL",29.842092,-81.271067
"St. Charles, MO",38.7833333,-90.5166667
"St. Jo, TX",33.6947222,-97.5236111
"St. Johns, Portland, OR",45.59028,-122.75333
"St. Joseph, MO",39.7577778,-94.8363889
"St. Louis Park, MN",44.9483333,-93.3480556
"St. Paul, MN",44.9541667,-93.1138889
"St. Petersburg, FL",27.7730556,-82.64
"Stamford, CT",41.0534302,-73.5387341
"Stanford, CA",37.424106,-122.1660756
"Stanley, ID",44.2166667,-114.9377778
"Start City, Start State",40.7027484,-74.0142245
"State College, PA",40.7933949,-77.8600012
"Staunton, VA",38.149576,-79.0716958
"Steamboat Springs, CO",40.4849769,-106.8317158
"Sterling City, TX",31.8362502,-100.9848324
"Stevens Point, WI",44.5235792,-89.574563
"Stevenson, WA",45.6956723,-121.8845241
"Stevensville, MD",38.9806679,-76.3143999
"Stillwater, MN",45.0565,-92.822175
"Stillwater, OK",36.1156071,-97.0583681
"Stilwell, KS",38.7691755,-94.6563454
"Stockbridge, GA",33.5442781,-84.2338093
"Stonington, CT",41.3358915,-71.9058854
"Stonington, ME",44.156192,-68.6666926
"Stony Creek, VA",36.9479277,-77.4008113
"Story City, IA",42.1863889,-93.5919444
"Strafford, MO",37.2683802,-93.1171264
"Strasburg, VA",38.9887199,-78.358616
"Subiaco, AR",35.2928653,-93.6346359
"Suffolk, VA",36.7282054,-76.5835621
"Sugar Land, TX",29.6196787,-95.6349463
"Summerland, CA",34.4213845,-119.5965173
"Sumner, WA",47.2031566,-122.2403966
"Sunnyside, WA",46.3237423,-120.0086538
"Sunnyvale, CA",37.36883,-122.0363496
"Sunriver, OR",43.8840067,-121.4386404
"Sunset Beach, NC",33.880728,-78.512231
"Sunsites, AZ",31.9416017,-109.8323822
"Superior, AZ",33.293945,-111.0962305
"Superior, CO",39.9527634,-105.1685977
"Swan Quarter, NC",35.4062391,-76.3289376
"Sylmar, CA",34.3058279,-118.4571974
"Tacoma, WA",47.2528768,-122.4442906
"Tahoe City, CA",39.15027779,-120.1497222
"Talihina, OK",34.7514893,-95.0480162
"Talladega, AL",33.4359416,-86.1058048
"Tallahassee, FL",30.4382559,-84.2807329
"Tampa, FL",27.949436,-82.4651441
"Tavares, FL",28.8041579,-81.725632
"Taylor's Falls, MN",45.4019062,-92.6524292
"Taylorvile, IL",39.548935,-89.294533
"Taylorville, IL",39.548935,-89.294533
"Teec Noc Pos, AZ",36.9211097,-109.0856582
"Tellico Plains, TN",35.362855,-84.294087
"Tempe, AZ",33.414768,-111.9093095
"Temple, TX",31.0982344,-97.342782
"Texarkana, AR",33.4417915,-94.0376881
"The Dalles, OR",45.5945645,-121.1786823
"The Woodlands, TX",30.1579935,-95.4893845
"Thomaston, GA",32.8881879,-84.3265854
"Thornport, OH",39.9109,-82.40892
"Three Forks, MT",45.892428,-111.5521925
"Thurmont, MD",39.6237094,-77.4108201
"Tigard, OR",45.4312294,-122.7714861
"Tillamook, OR",45.4562158,-123.8440137
"Toano, VA",37.3798686,-76.8041276
"Todd Mission, TX",30.2615994,-95.8302284
"Toms River, NJ",39.9537358,-74.1979458
"Topaz Lake, NV",38.6748077,-119.5397706
"Topeka, KS",39.0558235,-95.6890185
"Toyahvale, TX",30.9443129,-103.7893488
"Tracy, CA",37.73965138,-121.4252227
"Tribune, KS",38.4697378,-101.7526723
"Trinidad, CO",37.1694632,-104.5005407
"Troutdale, OR",45.5392862,-122.3873133
"Troy, TX",31.2068421,-97.3027824
"Truro, MA",41.99477,-70.0490107
"Tucson, AZ",32.2217429,-110.926479
"Tully, NY",42.7981229,-76.1093695
"Tumwater, WA",47.0073187,-122.9093063
"Turnersville, NJ",39.7728846,-75.0518583
"Tuscumbia, AL",34.7312005,-87.70253
"Twentynine Palms, CA",34.1355582,-116.0541689
"Two Harbors, MN",47.0227111,-91.6707322
"Tybee Island, GA",32.0002152,-80.845666
"Ukiah, CA",39.1501709,-123.2077831
"Union City, MI",42.0667135,-85.1360882
"Uniontown, OH",40.9750568,-81.4081673
"Upper Marlboro, MD",38.8159473,-76.7496909
"Urbana, MD",39.3259366,-77.3513738
"Vail, CO",39.6402638,-106.3741955
"Valdez, AK",61.1308333,-146.3483333
"Valentine, NE",42.8727833,-100.5509669
"Valley Center, CA",33.2183701,-117.0341967
"Valley Springs, CA",38.1915856,-120.8291033
"Valley View (17983), PA",40.6459202,-76.5391275
"Van Alstyne, TX",33.4214995,-96.5772109
"Ventura, CA",34.2659,-119.258366
"Venus, TX",32.4334742,-97.1025077
"Vernonia, OR",45.8587228,-123.1928926
"Vicksburg, MI",42.1200456,-85.532775
"Vienna, VA",38.9012225,-77.2652604
"Vineland, NJ",39.4863773,-75.0259637
"Virginia Beach, VA",36.8529263,-75.977985
"Vista, CA",33.2000368,-117.2425355
"W Fort Island, FL",28.9102554,-82.6923258
"W. Sedona, AZ",34.8697395,-111.7609896
"Waco, TX",31.549333,-97.1466695
"Wahpeton, ND",46.2652367,-96.6059072
"Waikiki, HI",21.285002,-157.835698
"Waimea, HI",20.0230556,-155.6716667
"Waitsfield, VT",44.1888889,-72.8125
"Wake Forest, NC",35.9798734,-78.5097228
"Wakefield, VA",36.9682064,-76.989683
"Walden, CO",40.7316433,-106.2836373
"Waller, TX",30.0566085,-95.9268986
"Wallops Island, VA",37.9106188,-75.452572
"Walnut Creek, CA",37.9063131,-122.064963
"Walsenburg, CO",37.6241793,-104.7802645
"Wardensville, WV",39.0751067,-78.5977903
"Warfordsburg, PA",39.7517573,-78.1875081
"Warrenton, VA",38.7134516,-77.7952712
"Washington, DC",38.8951118,-77.0363658
"Washington, UT",37.1305373,-113.5082867
"Washington, VA",38.7134519,-78.1594439
"Wasilla, AK",61.5813889,-149.4394444
